Name,Rating,Votes,Duration,Genre
Viet and Nam,6.4, 409,2h 9m,Drama
Badland Hunters,5.9, 12K,1h 47m,Drama
Parallel,5.3, 1.9K,1h 28m,Drama
Hounds of War,4.5, 1.8K,1h 35m,Drama
A True Gentleman,4.5, 2.1K,1h 50m,Drama
The New Year That Never Came,8.2, 5K,2h 18m,Drama
Khel Khel Mein,6.5, 27K,2h 15m,Drama
Reading Lolita in Tehran,6.7, 294,1h 48m,Drama
Strictly Confidential,2.8, 848,1h 34m,Drama
Dying,7.4, 1.7K,3h,Drama
The Mehta Boys,7.1, 2.5K,1h 56m,Drama
The Red Virgin,6.8, 3.1K,1h 54m,Drama
Toxic,6.9, 493,1h 39m,Drama
Boss Ma'am,4.9, 153,1h 7m,Drama
Hagen,6.1, 1.2K,2h 19m,Drama
Maharaj,6.5, 15K,2h 11m,Drama
Marmalade,6.3, 3.6K,1h 39m,Drama
The Sand Castle,4.7, 1.7K,1h 38m,Drama
The Boy with Pink Trousers,6.7, 770,1h 54m,Drama
The Kingdom,6.9, 737,1h 52m,Drama
And Their Children After Them,6.4, 540,2h 26m,Drama
Hamlet,5.6, 168,1h 57m,Drama
Ajab Raat Ni Gajab Vaat,6.9, 115,1h 59m,Drama
Mr. K,6.1, 404,1h 34m,Drama
Diamanti,6.9, 1K,2h 15m,Drama
Wild Diamond,6.3, 683,1h 43m,Drama
Cesium Fallout,6.4, 668,2h 16m,Drama
The Colors Within,7.1, 956,1h 41m,Drama
"The Way, My Way",6.5, 462,1h 38m,Drama
The Price of Money: A Largo Winch Adventure,5.0, 1.1K,1h 40m,Drama
Fighter,6.2, 52K,2h 46m,Drama
You Can't Run Forever,4.5, 4.3K,1h 42m,Drama
Kontra,4.4, 373,1h 41m,Drama
The Wailing,6.1, 1.1K,1h 47m,Drama
Harvest,6.1, 356,2h 11m,Drama
Swimming Home,4.8, 404,1h 39m,Drama
Vanished Into the Night,5.2, 4.7K,1h 32m,Drama
Så länge hjärtat slår,7.1, 252,1h 44m,Drama
Stolen,5.7, 2.2K,1h 45m,Drama
Motel Destino,6.5, 1.6K,1h 55m,Drama
Code 8: Part II,5.7, 16K,1h 40m,Drama
El Jockey,6.4, 1.7K,1h 36m,Drama
The Beautiful Game,6.3, 8K,2h 5m,Drama
Uranus 2324,6.4, 4.8K,2h 10m,Drama
Nutcrackers,5.5, 9.3K,1h 44m,Drama
Lola,3.8, 1.1K,1h 24m,Drama
The Supremes at Earl's All-You-Can-Eat,6.4, 1.4K,2h 4m,Drama
Ulajh,6.0, 24K,2h 30m,Drama
Vanvaas,6.6, 1.3K,2h 40m,Drama
House of Spoils,5.0, 3.8K,1h 41m,Drama
The Paradise of Thorns,7.6, 1.2K,2h 11m,Drama
"From Hilde, with Love",7.0, 899,2h 5m,Drama
Cult Killer,4.8, 2.8K,1h 45m,Drama
Last Night on Earth,4.7, 360,1h 26m,Drama
The Ghost Trap,7.5, 52,1h 46m,Drama
Gaslit by My Husband: The Morgan Metzer Story,6.3, 379,1h 28m,Drama
Handling the Undead,5.4, 4.3K,1h 37m,Drama
A Carpenter's Prayer,6.0, 83,1h 31m,Drama
F-Buddies,4.5, 141,53m,Drama
Limonov: The Ballad of Eddie,6.0, 785,2h 18m,Drama
Happyend,7.1, 552,1h 53m,Drama
Bogota: City of the Lost,5.4, 1.9K,1h 48m,Drama
Manjummel Boys,8.2, 27K,2h 15m,Drama
Inside,7.0, 234,1h 44m,Drama
Anweshippin Kandethum,7.4, 10K,2h 22m,Drama
Bramayugam,7.8, 14K,2h 19m,Drama
I Wish You All the Best,6.9, 75,1h 32m,Drama
Wonderland,6.2, 2.2K,1h 53m,Drama
Sujo,7.1, 789,2h 6m,Drama
King Ivory,7.3, 63,2h 10m,Drama
Slime,6.0, 48,1h 7m,Drama
Peter Five Eight,3.5, 1.1K,1h 40m,Drama
Doraemon the Movie: Nobita's Earth Symphony,6.6, 1.5K,1h 55m,Drama
Striking Rescue,5.7, 404,1h 46m,Drama
Ghost Trail,6.7, 834,1h 46m,Drama
Peacock,7.3, 413,1h 42m,Drama
Ride,5.9, 393,1h 54m,Drama
Caught by the Tides,6.6, 1.2K,1h 51m,Drama
I Want to Talk,7.1, 2.1K,2h 2m,Drama
April,6.5, 380,2h 14m,Drama
Art of Love,4.6, 2.4K,1h 39m,Drama
Stormskerry Maja,7.7, 2.2K,2h 44m,Drama
Quisling: The Final Days,7.1, 1.1K,2h 26m,Drama
Naples to New York,7.0, 645,2h 4m,Drama
The Family Star,5.4, 5.5K,2h 39m,Drama
Longing,4.7, 811,1h 51m,Drama
Bibi Rajni,8.6, 719,2h 23m,Drama
Article 370,7.8, 25K,2h 38m,Drama
Life After Fighting,6.4, 2K,2h 6m,Drama
A Traveler's Needs,6.5, 876,1h 30m,Drama
Maidaan,7.9, 23K,3h 1m,Drama
Compulsion,6.3, 13,1h 34m,Drama
The Damned,5.4, 855,1h 29m,Drama
Rita,4.6, 407,1h 55m,Drama
An Ordinary Case,6.6, 932,1h 55m,Drama
Cinderella's Curse,3.3, 1.3K,1h 22m,Drama
The Image of You,4.6, 829,1h 30m,Drama
Ashes,4.3, 2.6K,1h 40m,Drama
Laura,6.5, 237,1h 44m,Drama
Three Friends,6.6, 706,1h 57m,Drama
The Tiger's Apprentice,5.7, 2.2K,1h 24m,Drama
I Love You Forever,5.6, 181,1h 29m,Drama
Omenavarkaat,7.2, 125,1h 24m,Drama
Agni,7.2, 15K,2h 2m,Drama
Private Tutor,4.9, 192,1h 5m,Drama
Katas,4.7, 259,1h 41m,Drama
Why Do You?,5.3, 427,1h 43m,Drama
