Name,Rating,Votes,Duration,Genre,Duration_Minutes
Mahadev Ka Gorakhpur,7.8,384,2h 11m,Action,131
Hell City,9.1,27,1h 30m,Action,90
Saindhav,5.1,1600,2h 18m,Action,138
Weapon,5.5,5500,2h,Action,120
Rathnam,5.4,3700,2h 35m,Action,155
Pungut,6.7,11,1h 40m,Action,100
Spider-Man: Final Swing,8.4,10,2h 33m,Action,153
Villain - Life of a Gangster,8.9,156,2h 21m,Action,141
Saala,5.7,1100,2h 10m,Action,130
Bhaje Vaayu Vegam,6.1,555,2h 16m,Action,136
Mega Twister,2.5,52,1h 15m,Action,75
Naag Bhoomi,5.7,8,2h 10m,Action,130
Hrashwo Deergha,8.0,82,2h 30m,Action,150
Cholo Zombies,4.7,102,1h 36m,Action,96
Kali,5.1,418,1h 36m,Action,96
Black Storm,6.6,64,1h 37m,Action,97
Petta Rap,4.0,1700,2h 3m,Action,123
Türkler Çildirmis Olmali 2: Mavi Vatan,2.2,157,1h 40m,Action,100
Polar,4.4,29,1h 16m,Action,76
Aho Vikramaarka,7.4,54,2h 16m,Action,136
Average Student Nani,7.5,2200,2h 18m,Action,138
Double Ismart,2.9,2100,2h 36m,Action,156
Viswam,4.2,641,2h 35m,Action,155
Jorge da Capadócia,6.4,131,1h 59m,Action,119
The Worlds Divide,8.1,39,2h,Action,120
Neo-Dome,6.7,17,15m,Action,15
Abudeka Is Back,5.3,34,2h,Action,120
Thundu,5.0,903,2h 5m,Action,125
Spirit Riser,6.7,33,1h 38m,Action,98
Captain Avispa,5.8,175,1h 36m,Action,96
Iddaru,8.8,297,2h 28m,Action,148
Hain,2.9,45,1h 35m,Action,95
Malaikottai Vaaliban,6.0,4100,2h 36m,Action,156
Indrani: Epic-1 Dharam vs Karam,7.6,1100,2h 37m,Action,157
Kamen Rider Gotchard: The Future Daybreak,7.9,71,1h 3m,Action,63
What Happens in Miami,4.3,219,1h 30m,Action,90
The Captives,3.5,66,1h 13m,Action,73
Dünya Mali: Eksi Bir,7.2,16,2h 13m,Action,133
Inanimate Insanity II: The Movie,8.4,231,1h 46m,Action,106
Gravediggers,6.4,29,1h 31m,Action,91
Inkabi,4.7,79,1h 41m,Action,101
Angel of the Warrior,8.5,134,1h 30m,Action,90
Emanet,7.9,31,1h 37m,Action,97
Bheema,5.8,950,2h 28m,Action,148
Hide and Seek,8.2,54,2h 10m,Action,130
The Yoshi Movie,7.7,12,1h 45m,Action,105
Dark Fusion,8.5,235,1h 30m,Action,90
Rocky and Bullwinkle,9.1,12,1h 40m,Action,100
"Bullets, Brothers and Blood",7.8,15,1h 25m,Action,85
September Babies,5.8,288,1h 34m,Action,94
Star Abyss,3.8,244,1h 26m,Action,86
Love You as the World Ends Final,6.4,37,1h 55m,Action,115
Mother Mafia,3.3,48,1h 20m,Action,80
Joachim and the Apocalypse,7.2,13,1h 30m,Action,90
The Escapee 3: The Final Escape,2.6,64,1h 23m,Action,83
Marni: The Story of Wewe Gombel,5.9,211,1h 59m,Action,119
Brattt,4.7,67,1h 57m,Action,117
Guy Manley: Super Spy,4.4,117,1h 32m,Action,92
Rebel,3.1,65,1h 40m,Action,100
Athhoi,8.0,133,2h 38m,Action,158
The Vampire and the Vigilante,3.6,50,1h 15m,Action,75
Election,5.9,809,2h,Action,120
Permafrost,5.7,114,1h 20m,Action,80
Gam Gam Ganesha,5.3,310,2h 20m,Action,140
Serra das Almas,6.3,10,2h,Action,120
Chasing Raine,2.3,187,1h 41m,Action,101
Ame no naka no yokujô,5.9,74,2h 12m,Action,132
Thiragabadara Saami,6.4,96,1h 55m,Action,115
Chaari 111,4.8,258,2h 10m,Action,130
The Alexandrian,3.8,253,1h 44m,Action,104
Pranaya Godari,7.8,2400,2h 28m,Action,148
Sarangadhariya,8.4,3100,2h 30m,Action,150
The Dragon's Tomb,6.8,52,1h 17m,Action,77
Played,6.2,11,1h 36m,Action,96
Joshua: Imai Pol Kaka,4.5,587,2h 10m,Action,130
Death Bitch,7.5,19,1h 28m,Action,88
Thankamani,4.6,229,2h 36m,Action,156
The Burden of Nine Lives,4.7,101,1h 56m,Action,116
Krishnamma,6.2,366,2h 18m,Action,138
Roxana,3.9,65,1h 38m,Action,98
Surrender,7.8,15,2h 29m,Action,149
Itutumba ka ng tatay ko,5.7,29,1h 49m,Action,109
Harom Hara,6.6,3000,2h 34m,Action,154
Naa Saami Ranga,4.5,1200,2h 30m,Action,150
Raanti,6.6,1100,1h 55m,Action,115
Die Chaosschwestern und Pinguin Paul,5.7,66,1h 40m,Action,100
Iron Fighter,3.6,63,1h 20m,Action,80
Lie Zhan,6.9,66,1h 33m,Action,93
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,6.8,32,1h 11m,Action,71
Usha Parinayam,9.0,2100,2h 24m,Action,144
Dangerous Boys 2,5.1,9,1h 55m,Action,115
Speed 220,6.8,1000,1h 54m,Action,114
Nothing Unusual,9.7,12,1h 32m,Action,92
Raju Gari Ammayi Naidu Gari Abbayi,8.2,3100,2h 38m,Action,158
Sith Wars: Episódio III - Fantasmas Dos Sith,8.6,114,1h 39m,Action,99
Artist Unknown,8.7,17,1h 22m,Action,82
E-mail,5.4,805,1h 59m,Action,119
Raktaksha,8.4,1400,1h 58m,Action,118
Surge of Power: Where There's Smoke,6.5,13,1h 8m,Action,68
Dhaaak,8.6,24,2h 8m,Action,128
Pushpaka Vimanam,5.6,16,2h 17m,Action,137
Revenge,1.5,40,2h 7m,Action,127
Stranded Pearl,6.0,27,1h 30m,Action,90
Useful Idiots,8.3,19,1h 32m,Action,92
Breaking Tradition,6.9,26,1h 27m,Action,87
Deadzone,4.1,35,1h 20m,Action,80
Rock 'n' Roll Ringo,6.3,54,1h 41m,Action,101
Achilles Curse and the Curse of Treasure,7.4,25,2h 5m,Action,125
Zoloto Umalty,4.9,109,1h 49m,Action,109
Mirg,6.1,36,1h 23m,Action,83
Nasha Jurm Aur Gangsters,6.7,2400,2h 17m,Action,137
Too Little Too Late,5.5,8,1h 6m,Action,66
Chinatown Chacha,5.1,56,1h 43m,Action,103
Jigar,7.1,18,2h 2m,Action,122
The Bottom Line,6.5,12,1h 47m,Action,107
El Duro,5.4,14,1h 30m,Action,90
Killer Ex,3.9,52,1h 34m,Action,94
Hope & Glory,6.6,144,44m,Action,44
Codename: Devil,5.4,5,1h 44m,Action,104
Blood Vendetta,7.7,236,1h 30m,Action,90
"Silex and the City, le film",4.9,50,1h 17m,Action,77
Usire Usire,7.5,1100,2h 31m,Action,151
Kreem,6.8,128,1h 55m,Action,115
Lolipop Gang,3.6,6,1h 30m,Action,90
Chhota Bheem and the Curse of Damyaan,4.8,2300,2h 25m,Action,145
Marine Drive,9.5,50,1h 45m,Action,105
Heavens: The Boy and His Robot,6.3,22,1h 38m,Action,98
The Correct Way of Youth,9.3,783,1h 30m,Action,90
Charlotte Link - Ohne Schuld,5.5,41,1h 29m,Action,89
Anthima Theerpu,7.0,1500,2h 13m,Action,133
The Delegator,4.2,17,1h 36m,Action,96
Framed,4.9,69,Not Rated,Action,0
Shri Swapankumarer Badami Hyenar Kobole,5.6,324,2h 26m,Action,146
Di Renjie: Tongtian xuan an,7.2,16,1h 25m,Action,85
Jurassic Exorcist,3.8,23,1h 16m,Action,76
Appu,8.6,181,1h 32m,Action,92
Haraa,5.4,2900,2h 16m,Action,136
The Drunken Prodigy,5.6,15,1h 47m,Action,107
Crypto Storm,4.7,33,1h 41m,Action,101
Kamen Rider Geats: Jyamato Awaking,8.0,73,54m,Action,54
Yao Shen Ling,6.7,66,1h 33m,Action,93
Lorry Chapter-1,5.7,2400,3h 3m,Action,183
Kade,6.7,16,1h 32m,Action,92
Shadows of Betrayal: Chronicles of Ian Blair,7.3,12,1h 5m,Action,65
Inherited,9.5,21,1h 16m,Action,76
Dead Hand,4.1,75,1h 32m,Action,92
Mobile Suit Gundam: Silver Phantom,6.1,13,1h 30m,Action,90
Babu,7.5,183,2h 22m,Action,142
Operation Wakaliga: Fate and Blood,6.7,11,1h 6m,Action,66
Halloween: Mal Eterno,8.2,224,50m,Action,50
Fights Break Sphere 3,4.7,8,1h 21m,Action,81
Cândido,6.3,59,1h 39m,Action,99
Supplier Shankara,9.3,70,2h 43m,Action,163
Mercy Killing,8.7,2700,2h 11m,Action,131
Bullet,9.0,569,2h 11m,Action,131
Vorovka,4.8,50,1h 30m,Action,90
Shockwaves 2,2.8,147,1h 19m,Action,79
Snowstorm,4.6,5,1h 31m,Action,91
Kallu Compound 1995,8.0,2000,2h 20m,Action,140
Big Brother,8.5,2000,1h 55m,Action,115
Kiyma: Orman Kanunlari,4.5,36,1h 21m,Action,81
Pariah Volume 1: Every Street Dog Has a Name,6.8,386,2h 18m,Action,138
Abnormal: Buas,5.6,26,1h 30m,Action,90
Bloodlust,8.2,11,1h 37m,Action,97
Reeza GTR,7.4,14,1h 31m,Action,91
The Journey of Flower,3.9,26,1h 37m,Action,97
The Deal,8.5,26,2h 10m,Action,130
Firework,6.2,13,1h,Action,60
Seetha Kalyana Vaibhogame,8.6,2000,2h 26m,Action,146
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,7.0,9,50m,Action,50
Kaveri,6.5,1500,1h 41m,Action,101
Agent 86,6.7,6,1h 27m,Action,87
Kill the Children first,7.8,26,1h 46m,Action,106
Skhvatka,5.2,23,1h 47m,Action,107
Sacrum Vindictae II,4.5,13,1h 54m,Action,114
The Bodyguard,6.6,29,1h 27m,Action,87
Dhil Raja,8.7,136,1h 46m,Action,106
The Very Last Christmas,8.5,12,1h 15m,Action,75
Opportunity,8.9,91,1h 36m,Action,96
Mavr,7.5,6,1h 23m,Action,83
Hocus Focus,7.9,19,1h 25m,Action,85
Runnin' from Wolves,7.2,10,2h 13m,Action,133
Vi possiamo salvare,2.7,103,1h 29m,Action,89
Re Xue Ran Shao,4.2,18,1h 53m,Action,113
AK47,7.2,14,2h 26m,Action,146
Dheera,7.9,1300,2h 3m,Action,123
Max Beyond,6.6,17,1h 33m,Action,93
Full Clip for a Snitch,3.9,18,1h 15m,Action,75
Common Creed: Trafficking,6.7,8,1h 46m,Action,106
Wilhelm Gustloff,8.7,8,1h 50m,Action,110
Ohsama Sentai King-Ohger vs. Donbrothers,6.8,37,26m,Action,26
Atu Nuvve Itu Nuvve,6.5,12,2h 3m,Action,123
The SML YTP Movie 2: Dimension Trouble,8.3,13,1h 34m,Action,94
Death Game,5.2,14,1h 27m,Action,87
Raja 420,6.1,21,1h 21m,Action,81
Ajay Gadu,7.1,1000,1h 48m,Action,108
Happy Dragons,4.9,9,1h 37m,Action,97
Guxim,7.7,34,1h 15m,Action,75
Gally Gang Stars,9.0,2000,2h 37m,Action,157
Jiwa 8 Belas,5.0,19,1h 26m,Action,86
Joy Hanu Man,8.9,25,2h 23m,Action,143
La Tamalera,8.2,9,1h 55m,Action,115
Ugravatara,7.9,552,2h 2m,Action,122
Mr. Natwarlal,7.6,779,2h 10m,Action,130
Yentha Panichesav Chanti,9.5,85,2h 15m,Action,135
Day of the Diesels,7.7,10,1h 40m,Action,100
Rudra: The Beginning,9.4,38,2h 15m,Action,135
Operation Star,7.6,23,1h 42m,Action,102
Travesty,6.4,5,1h 18m,Action,78
Break War,2.4,14,1h 26m,Action,86
Combat Code: Hunt,7.4,17,1h 16m,Action,76
Zhi Bao,5.7,17,1h 40m,Action,100
Best Cop Ever,4.3,49,2h 2m,Action,122
Jimmy's Friends,7.0,11,1h 34m,Action,94
Rooban,6.5,281,2h 5m,Action,125
Gull Lake Vice II: The Delusion Continues,8.2,16,58m,Action,58
Vey Dharuvey,6.4,2300,2h 7m,Action,127
S-99,8.7,2100,1h 59m,Action,119
Janna Endoro,8.1,15,2h,Action,120
Leha,2.3,42,1h 38m,Action,98
Mahserin Üç Delisi,5.9,16,1h 18m,Action,78
Inexternal,3.2,19,1h 23m,Action,83
Gintama the Movie 2D: Courtesan of the Nation Arc,7.8,5,1h 49m,Action,109
Me and the Dragon's Daughter,5.2,10,1h 15m,Action,75
Sathyam,7.1,8,2h 14m,Action,134
The Domino File,4.7,7,1h 42m,Action,102
Seven Heroes Beat the Monster,6.8,51,1h 29m,Action,89
Dirty Fellow,6.9,3800,1h 59m,Action,119
Siete Vidas - El Levanton,9.6,5,45m,Action,45
SMB-plush presents trick or death,8.8,16,2h,Action,120
The Kills,8.8,9,1h 10m,Action,70
Bad Ass Sista,6.9,8,1h 20m,Action,80
Oversteer,4.9,18,1h 26m,Action,86
Sesh Bazi,6.2,10,2h 12m,Action,132
Pithala Maathi,7.6,848,2h 20m,Action,140
Nenu Keerthana,8.9,2100,2h 35m,Action,155
The ShortCut,7.6,1800,2h 18m,Action,138
Klaantha,6.2,518,1h 47m,Action,107
Kaale Angrej,5.5,17,2h 11m,Action,131
Anger,8.8,18,1h 23m,Action,83
Roudhra Rupaya,7.6,2000,2h 12m,Action,132
The Overseas Killer,6.4,52,1h 44m,Action,104
Dheera Bhagat Roy,8.6,1100,2h 30m,Action,150
Battling to Survive,7.0,53,1h 14m,Action,74
Speed Fight,6.8,52,1h 27m,Action,87
Faster: Only one lap,7.1,23,1h 30m,Action,90
Krapiva: Tsvetok smerti,6.1,52,1h 21m,Action,81
Give Me Babies,6.7,6,23m,Action,23
Passazhiry,4.6,31,1h 20m,Action,80
Kohinoor,8.1,22,1h 59m,Action,119
Kyle and the Last Emerald,5.5,18,20m,Action,20
Urban Vengeance,5.2,11,1h 19m,Action,79
The Vent,8.9,14,3m,Action,3
Out of the Shadow,6.5,6,1h 29m,Action,89
Daanvi,1.7,7,1h 57m,Action,117
Isle: Alpha One,8.4,7,1h 37m,Action,97
Tranquility: Ghost Stories,7.6,53,1h 28m,Action,88
The Winter Prophecy,7.9,13,52m,Action,52
Cholay,8.6,56,1h,Action,60
Zen Fist,7.2,8,45m,Action,45
El Junior Del Patron,7.3,9,1h 32m,Action,92
Kyle and the Last Emerald 2,8.4,7,15m,Action,15
Guns Blazin,7.1,9,1h 28m,Action,88
Piri Reis: The Incredible Chart,6.8,21,2h 18m,Action,138
Captain Superb and the Angel of Destiny,3.3,14,2h,Action,120
Opasni shmatki,5.3,27,1h 32m,Action,92
StarGazer: The Need of the Many,5.0,9,47m,Action,47
Xiao zi,3.5,12,1h 41m,Action,101
Los Hijos De Camelia y Emilio,6.4,25,1h 22m,Action,82
Las Hermanas Del Cartel,8.2,5,1h 31m,Action,91
Spider-Man: Dimension Rift,8.4,13,2h 7m,Action,127
The Mirage,8.9,10,1h 46m,Action,106
Luna de Hiel,5.4,17,1h 23m,Action,83
Duelo De Capos,6.5,25,1h 23m,Action,83
Drunken Swordsman,6.7,49,1h 31m,Action,91
Whispers of the Imperial City,6.8,53,1h 30m,Action,90
Po du xing dong,6.8,5,1h 19m,Action,79
Mandya Haida,6.2,236,2h 19m,Action,139
Bring Back the Colour,5.9,7,47m,Action,47
"La Protegida, La Película",9.3,16,1h 7m,Action,67
El Cartel De Teresa,8.0,9,1h 36m,Action,96
The End of Hen,9.7,9,1h 7m,Action,67
PW V: Tears of the Fallen,8.2,11,1h,Action,60
War with the Evil,6.3,52,1h 25m,Action,85
Gadha17,8.0,11,1h 30m,Action,90
Riddle of the Shadow Lotus,6.3,52,1h 32m,Action,92
Killer Lee,1.9,9,1h 27m,Action,87
Bush Knife,7.0,7,1h 30m,Action,90
Sehnsucht nach Firdaws,8.5,6,1h 43m,Action,103
Lealtad o Morir,8.2,9,1h 27m,Action,87
No Man Standing,8.6,11,1h 33m,Action,93
Jefa De Jefas,8.2,9,1h 22m,Action,82
Mufasa: The Lion King,6.6,62000,1h 58m,Adventure,118
Flow,7.9,72000,1h 25m,Adventure,85
Moana 2,6.6,100000,1h 40m,Adventure,100
Kraven the Hunter,5.5,54000,2h 7m,Adventure,127
Sonic the Hedgehog 3,6.9,58000,1h 50m,Adventure,110
Gladiator II,6.5,227000,2h 28m,Adventure,148
Twisters,6.5,166000,2h 2m,Adventure,122
Freaky Tales,7.2,1100,1h 47m,Adventure,107
Deadpool & Wolverine,7.6,490000,2h 8m,Adventure,128
Dune: Part Two,8.5,623000,2h 46m,Adventure,166
Paddington in Peru,6.7,20000,1h 46m,Adventure,106
Venom: The Last Dance,6.0,116000,1h 50m,Adventure,110
Furiosa: A Mad Max Saga,7.5,284000,2h 28m,Adventure,148
Despicable Me 4,6.2,65000,1h 34m,Adventure,94
Borderlands,4.7,48000,1h 41m,Adventure,101
The Count of Monte-Cristo,7.6,34000,2h 58m,Adventure,178
Transformers One,7.6,50000,1h 44m,Adventure,104
The Return,6.2,8300,1h 56m,Adventure,116
The Day the Earth Blew Up: A Looney Tunes Movie,7.0,3900,1h 31m,Adventure,91
Inside Out 2,7.5,216000,1h 36m,Adventure,96
Solo Leveling: ReAwakening,8.7,12000,2h 1m,Adventure,121
The Lord of the Rings: The War of the Rohirrim,6.3,30000,2h 14m,Adventure,134
Love Lies Bleeding,6.6,57000,1h 44m,Adventure,104
Madame Web,4.0,101000,1h 56m,Adventure,116
Bad Boys: Ride or Die,6.5,100000,1h 55m,Adventure,115
Red One,6.3,139000,2h 3m,Adventure,123
Ghostbusters: Frozen Empire,6.1,93000,1h 55m,Adventure,115
Godzilla x Kong: The New Empire,6.0,121000,1h 55m,Adventure,115
Damsel,6.1,109000,1h 50m,Adventure,110
Spaceman,5.7,43000,1h 47m,Adventure,107
Kingdom of the Planet of the Apes,6.9,151000,2h 25m,Adventure,145
Survive,4.6,2400,1h 30m,Adventure,90
Kung Fu Panda 4,6.3,68000,1h 34m,Adventure,94
Uglies,4.7,33000,1h 40m,Adventure,100
Night of the Zoopocalypse,6.1,599,1h 31m,Adventure,91
The Garfield Movie,5.7,24000,1h 41m,Adventure,101
Attack on Titan the Movie: The Last Attack,9.2,15000,2h 25m,Adventure,145
Harold and the Purple Crayon,5.7,8300,1h 30m,Adventure,90
Spellbound,5.5,7300,1h 49m,Adventure,109
My Penguin Friend,6.7,5100,1h 37m,Adventure,97
Wallace & Gromit: Vengeance Most Fowl,7.5,34000,1h 22m,Adventure,82
Atlas,5.6,56000,1h 58m,Adventure,118
Descendants: The Rise of Red,4.7,7000,1h 31m,Adventure,91
Arthur the King,7.0,34000,1h 47m,Adventure,107
Kalki 2898 AD,7.0,66000,3h,Adventure,180
Thelma the Unicorn,5.7,2900,1h 33m,Adventure,93
Rebel Moon - Part Two: The Scargiver,5.3,59000,2h 2m,Adventure,122
Monster Summer,5.7,3700,1h 37m,Adventure,97
Hitpig,5.1,927,1h 26m,Adventure,86
The Best Christmas Pageant Ever,6.8,6100,1h 39m,Adventure,99
River of Blood,5.2,1800,1h 26m,Adventure,86
The Unholy Trinity,7.9,51,1h 33m,Adventure,93
Megamind vs. The Doom Syndicate,2.5,5600,1h 23m,Adventure,83
Family Pack,5.5,9000,1h 34m,Adventure,94
Orion and the Dark,6.3,17000,1h 33m,Adventure,93
No Way Up,4.6,10000,1h 30m,Adventure,90
The Goat Life,7.1,47000,2h 53m,Adventure,173
Winner,6.5,2400,1h 43m,Adventure,103
Justice League: Crisis on Infinite Earths - Part One,6.2,8500,1h 33m,Adventure,93
Sasquatch Sunset,5.4,5400,1h 28m,Adventure,88
Lost on a Mountain in Maine,6.1,1200,1h 38m,Adventure,98
The Empire,5.2,1200,1h 50m,Adventure,110
My Hero Academia: You're Next,7.0,2100,1h 50m,Adventure,110
Hanu Man,7.7,29000,2h 38m,Adventure,158
Justice League: Crisis on Infinite Earths - Part Three,6.1,4500,1h 34m,Adventure,94
The Wages of Fear,4.6,4100,1h 44m,Adventure,104
"I, the Executioner",6.3,1700,1h 58m,Adventure,118
Saint-Exupéry,5.4,303,1h 38m,Adventure,98
Bookworm,6.0,1900,1h 43m,Adventure,103
Something in the Water,4.1,4600,1h 26m,Adventure,86
A Legend,4.7,902,2h 9m,Adventure,129
The Courier,6.0,4400,1h 41m,Adventure,101
Eat the Night,6.1,475,1h 46m,Adventure,106
Badland Hunters,5.9,12000,1h 47m,Adventure,107
Ultraman: Rising,6.9,6400,1h 57m,Adventure,117
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8500,1h 44m,Adventure,104
Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3900,1h 22m,Adventure,82
Buffalo Kids,6.6,678,1h 33m,Adventure,93
Woody Woodpecker Goes to Camp,4.5,2600,1h 40m,Adventure,100
Anaconda,4.9,635,1h 24m,Adventure,84
The Price of Money: A Largo Winch Adventure,5.0,1100,1h 40m,Adventure,100
That Christmas,6.8,17000,1h 31m,Adventure,91
Cult Killer,4.8,2800,1h 45m,Adventure,105
Manjummel Boys,8.2,27000,2h 15m,Adventure,135
Chuck Billy and the Marvelous Guava Tree,7.5,990,1h 30m,Adventure,90
Devil's Knight,5.2,876,1h 30m,Adventure,90
Raqa,5.7,202,1h 47m,Adventure,107
Doraemon the Movie: Nobita's Earth Symphony,6.6,1500,1h 55m,Adventure,115
Angels Fallen: Warriors of Peace,4.9,5800,1h 43m,Adventure,103
Overlord: The Sacred Kingdom,6.9,946,2h 15m,Adventure,135
Autumn and the Black Jaguar,5.6,998,1h 40m,Adventure,100
The Tiger's Apprentice,5.7,2200,1h 24m,Adventure,84
Unspeakable: Beyond the Wall of Sleep,6.1,52,1h 30m,Adventure,90
Justice League: Crisis on Infinite Earths - Part Two,5.5,5300,1h 34m,Adventure,94
Dongeng Sang Kancil,6.7,168,1h 39m,Adventure,99
Bambi: A Tale of Life in the Woods,5.7,168,1h 18m,Adventure,78
A Sloth Story,5.6,204,1h 30m,Adventure,90
The Twisters,2.5,332,1h 26m,Adventure,86
Sixty Minutes,5.7,5200,1h 28m,Adventure,88
Dragonkeeper,5.7,1700,1h 38m,Adventure,98
Golden Kamuy,6.3,2600,2h 7m,Adventure,127
Operation Blood Hunt,3.5,486,1h 33m,Adventure,93
Crayon Shin-chan: Ora's Dinosaur Diary,6.4,350,1h 46m,Adventure,106
Escape,6.4,2000,1h 34m,Adventure,94
No Chains No Masters,6.4,527,1h 38m,Adventure,98
WWII: Operation Phoenix,6.3,75,1h 46m,Adventure,106
The Last Redemption,6.5,3400,2h 2m,Adventure,122
The Last of Us: Immunity,5.5,17,1h 4m,Adventure,64
Man and Witch: The Dance of a Thousand Steps,5.5,330,1h 34m,Adventure,94
The Firing Squad,5.1,5000,1h 33m,Adventure,93
Rebellious,6.0,194,1h 34m,Adventure,94
A.R.M,7.1,8700,2h 30m,Adventure,150
Planetquake,3.0,306,1h 25m,Adventure,85
My Freaky Family,6.3,403,1h 26m,Adventure,86
Lumina,2.1,668,1h 53m,Adventure,113
Bionic,4.3,1700,1h 50m,Adventure,110
Kanguva,4.5,15000,2h 32m,Adventure,152
Bade Miyan Chote Miyan,3.8,39000,2h 43m,Adventure,163
Oscar Wilde About America,3.6,25,1h 38m,Adventure,98
Meanwhile on Earth,6.0,909,1h 29m,Adventure,89
200% Wolf,5.9,1300,1h 38m,Adventure,98
The Last Ronin,4.8,573,1h 55m,Adventure,115
Thangalaan,6.6,6600,2h 36m,Adventure,156
Storm Crashers,6.2,563,1h 28m,Adventure,88
Robin and the Hoods,4.3,512,1h 40m,Adventure,100
Roadkill,3.7,682,1h 30m,Adventure,90
This Too Shall Pass,9.0,10,1h 45m,Adventure,105
The Lost Tiger,7.8,44,1h 30m,Adventure,90
Gracie and Pedro: Pets to the Rescue,5.1,271,1h 27m,Adventure,87
Pimpinero: Blood and Oil,5.6,550,2h 1m,Adventure,121
Noah's Ark,4.3,655,1h 36m,Adventure,96
Big City Greens the Movie: Spacecation,6.2,542,1h 23m,Adventure,83
Panda Bear in Africa,5.5,342,1h 24m,Adventure,84
Spiders on a Plane,5.1,371,1h 18m,Adventure,78
Return to Wickensburg,5.0,29,1h 28m,Adventure,88
One Million Babes BC,2.1,80,1h 15m,Adventure,75
War of the Worlds: Extinction,3.1,204,1h 24m,Adventure,84
The Keepers of the 5 Kingdoms,4.0,219,1h 49m,Adventure,109
Never Look Away,7.2,264,1h 25m,Adventure,85
STEVE (A Minecraft Movie),6.9,12,1h 1m,Adventure,61
All for One,1.4,657,1h 37m,Adventure,97
Cells at Work!,6.8,219,1h 49m,Adventure,109
My Oni Girl,6.0,1700,1h 52m,Adventure,112
Ayalaan,6.0,4000,2h 35m,Adventure,155
Going Viral,6.8,52,1h 30m,Adventure,90
School of Magical Animals 3,5.8,311,1h 45m,Adventure,105
Treasure Trackers,5.8,160,1h 32m,Adventure,92
Diplodocus,6.3,176,1h 30m,Adventure,90
I Heart Robots,4.6,2400,1h 16m,Adventure,76
Gladiators,6.3,39,1h 35m,Adventure,95
Rally Caps,5.5,138,1h 40m,Adventure,100
Escape from the 21st Century,6.5,874,1h 38m,Adventure,98
The Mountain,6.6,156,1h 29m,Adventure,89
Elli and the Ghostly Ghost Train,5.1,97,1h 26m,Adventure,86
Shrek 5: The Contract - A Fan Made Film,7.0,19,1h 24m,Adventure,84
Dalia y el Libro Rojo,6.5,87,1h 47m,Adventure,107
Five Friends,6.7,904,1h 52m,Adventure,112
No Time to Spy: A Loud House Movie,6.4,449,1h 21m,Adventure,81
Guest from the Future,6.0,1200,2h 21m,Adventure,141
The Goat,5.6,129,1h 31m,Adventure,91
Earthquake Underground,3.3,194,1h 23m,Adventure,83
Z-Mom,4.9,45,1h 30m,Adventure,90
The Big Trip 3: Race Around the World,5.7,57,1h 25m,Adventure,85
Bureau 749,4.1,523,2h 3m,Adventure,123
Mountain Boy,8.2,17,1h 33m,Adventure,93
The Adventures of Jurassic Pet: Return to the Wild,5.3,61,1h 30m,Adventure,90
Formed Police Unit,4.6,476,2h,Adventure,120
Odio el verano,5.1,572,1h 43m,Adventure,103
Warrior Awang and Master Tok Gajah,4.6,476,1h 58m,Adventure,118
Jathara,7.8,1100,2h 9m,Adventure,129
Kalvan,5.6,987,2h 22m,Adventure,142
Barroz: Guardian of Treasures,3.5,1000,2h 35m,Adventure,155
Vertical,5.2,130,1h 51m,Adventure,111
The Traveller,5.2,208,2h 14m,Adventure,134
Satu - Year of the Rabbit,9.1,56,1h 33m,Adventure,93
Dünya Varmis,7.1,53,1h 40m,Adventure,100
The Backrooms,6.2,8,1h 3m,Adventure,63
Sunlight,7.9,17,1h 36m,Adventure,96
Trifole,7.7,50,1h 40m,Adventure,100
Zak & Wowo: The Legend of Lendarys,5.7,96,1h 25m,Adventure,85
A Trip Elsewhere,5.6,101,1h 33m,Adventure,93
Next to Us,4.9,222,2h 5m,Adventure,125
The Epidemic,5.7,72,1h 35m,Adventure,95
Rocky Road to Berlin,7.2,1400,1h 44m,Adventure,104
Mobile Suit Gundam SEED Freedom,6.6,948,2h 4m,Adventure,124
Gaami,6.4,2000,2h 27m,Adventure,147
Road Wars: Max Fury,2.0,350,1h 23m,Adventure,83
Captain Miller,6.5,8600,2h 37m,Adventure,157
Empire Queen: The Golden Age of Magic,3.2,204,2h 28m,Adventure,148
Kodaikanal,9.2,69,2h 53m,Adventure,173
Tokusou Sentai Dekaranger 20th: Fireball Booster,7.0,32,50m,Adventure,50
Fuuto PI: Portrait of Kamen Rider Skull,7.5,41,1h 22m,Adventure,82
Two Breaths,8.2,22,18m,Adventure,18
Amazon Bullseye,5.3,199,1h 53m,Adventure,113
The Casagrandes Movie,5.6,667,1h 29m,Adventure,89
The Slave and the Sorcerer,6.7,40,1h 26m,Adventure,86
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,7.1,18,1h 30m,Adventure,90
Major Grom: The Game,6.1,1800,2h 48m,Adventure,168
Dreams,7.6,8,1h 46m,Adventure,106
Witch Hunter,5.3,24,1h 20m,Adventure,80
Moy dikiy drug,6.5,57,1h 40m,Adventure,100
My Fathers' Daughter,6.7,74,1h 18m,Adventure,78
Oculus,6.0,15,1h 53m,Adventure,113
